,Anou,Tipo,Contrato,sector,Monto
2178,2015,48101,CNCA/DGA/CD/00856/15,CULTURALES,2000000
2179,2015,48101,CNCA/DGA/CD/00857/15,CULTURALES,5000000
2180,2015,48101,CNCA/DGA/CD/00858/15,CULTURALES,1500000
2181,2015,48101,CNCA/DGA/CD/00885/15,CULTURALES,1500000
2182,2015,48101,CNCA/DGA/CD/00886/15,CULTURALES,1000000
2183,2015,48101,CNCA/DGA/CD/00887/15,CULTURALES,1500000
2184,2015,48101,CNCA/DGA/CD/00888/15,CULTURALES,1000000
2185,2015,48101,CNCA/DGA/CD/00903/15,CULTURALES,7000000
2186,2015,48101,CNCA/DGA/CD/00904/15,CULTURALES,1000000
2187,2015,48101,CNCA/DGA/CD/00905/15,CULTURALES,2500000
2188,2015,48101,CNCA/DGA/CD/00906/15,CULTURALES,6000000
2189,2015,48101,CNCA/DGA/CD/00922/15,CULTURALES,3000000
2190,2015,48101,CNCA/DGA/CD/00923/15,CULTURALES,3000000
2191,2015,48101,CNCA/DGA/CD/00924/15,CULTURALES,3100000
2192,2015,48101,CNCA/DGA/CD/00951/15,CULTURALES,9000000
2193,2015,48101,CNCA/DGA/CD/00952/15,CULTURALES,2500000
2194,2015,48101,CNCA/DGA/CD/00954/15,CULTURALES,4500000
2195,2015,48101,CNCA/DGA/CD/00968/15,CULTURALES,5660400
2196,2015,48101,CNCA/DGA/CD/01039/15,CULTURALES,1666578
2197,2015,48101,CNCA/DGA/CD/01040/15,CULTURALES,8298400
2198,2015,48101,CNCA/DGA/CD/01041/15,CULTURALES,3000000
2199,2015,48101,CNCA/DGA/CD/01042/15,CULTURALES,8000000
2200,2015,48101,CNCA/DGA/CD/01043/15,CULTURALES,4300000
2201,2015,48101,CNCA/DGA/CD/01044/15,CULTURALES,4888000
2202,2015,48101,CNCA/DGA/CD/01045/15,CULTURALES,8000000
2203,2015,48101,CNCA/DGA/CD/01099/15,CULTURALES,1500000
2204,2015,48101,CNCA/DGA/CD/01104/15,CULTURALES,4000283
2205,2015,48101,CNCA/DGA/CD/01115/15,CULTURALES,2500000
2206,2015,48101,CNCA/DGA/CD/01116/15,CULTURALES,4000000
2207,2015,48101,CNCA/DGA/CD/01117/15,CULTURALES,16000000
2208,2015,48101,CNCA/DGA/CD/01118/15,CULTURALES,1500000
2209,2015,48101,CNCA/DGA/CD/01135/15,CULTURALES,6000000
2210,2015,48101,CNCA/DGA/CD/01157/15,CULTURALES,1500000
2211,2015,48101,CNCA/DGA/CD/01178/15,CULTURALES,5000000
2212,2015,48101,CNCA/DGA/CD/01186/15,CULTURALES,8000000
2213,2015,48101,CNCA/DGA/CD/01187/15,CULTURALES,1500000
2214,2015,48101,CNCA/DGA/CD/01193/15,CULTURALES,3100000
2215,2015,48101,CNCA/DGA/CD/01194/15,CULTURALES,1100000
2216,2015,48101,CNCA/DGA/CD/01195/15,CULTURALES,3500000
2217,2015,48101,CNCA/DGA/CD/01196/15,CULTURALES,2000000
2218,2015,48101,CNCA/DGA/CD/01197/15,CULTURALES,2000000
2219,2015,48101,CNCA/DGA/CD/01198/15,CULTURALES,4000000
2220,2015,48101,CNCA/DGA/CD/01218/15,CULTURALES,1132800
2221,2015,48101,CNCA/DGA/CD/01258/15,CULTURALES,2000000
2222,2015,48101,CNCA/DGA/CD/01289/15,CULTURALES,2000000
2223,2015,48101,CNCA/DGA/CD/01290/15,CULTURALES,3204472
2224,2015,48101,CNCA/DGA/CD/01291/15,CULTURALES,5000000
2225,2015,48101,CNCA/DGA/CD/01307/15,CULTURALES,1000000
2226,2015,48101,CNCA/DGA/CD/01320/15,CULTURALES,1500000
2227,2015,48101,CNCA/DGA/CD/01321/15,CULTURALES,4000000
2228,2015,48101,CNCA/DGA/CD/01322/15,CULTURALES,1000000
2229,2015,48101,CNCA/DGA/CD/01337/15,CULTURALES,2000000
2230,2015,48101,CNCA/DGA/CD/01338/15,CULTURALES,1500000
2231,2015,48101,CNCA/DGA/CD/01339/15,CULTURALES,8000000
2232,2015,48101,CNCA/DGA/CD/01340/15,CULTURALES,3000000
2233,2015,48101,CNCA/DGA/CD/01341/15,CULTURALES,1000000
2234,2015,48101,CNCA/DGA/CD/01343/15,CULTURALES,2000000
2235,2015,48101,CNCA/DGA/CD/01344/15,CULTURALES,2500000
2236,2015,48101,CNCA/DGA/CD/01345/15,CULTURALES,200000
2237,2015,48101,CNCA/DGA/CD/01346/15,CULTURALES,3000000
2238,2015,48101,CNCA/DGA/CD/01347/15,CULTURALES,5000000
2239,2015,48101,CNCA/DGA/CD/01351/15,CULTURALES,45000000
2240,2015,48101,CNCA/DGA/CD/01434/15,CULTURALES,2000000
2241,2015,48101,CNCA/DGA/CD/01435/15,CULTURALES,1500000
2242,2015,48101,CNCA/DGA/CD/01441/15,CULTURALES,750000
2243,2015,48101,CNCA/DGA/CD/01442/15,CULTURALES,20000000
2244,2015,48101,CNCA/DGA/CD/01455/15,CULTURALES,1000000
2245,2015,48101,CNCA/DGA/CD/01456/15,CULTURALES,1500000
2246,2015,48101,CNCA/DGA/CD/01457/15,CULTURALES,2500000
2247,2015,48101,CNCA/DGA/CD/01486/15,CULTURALES,4500000
2248,2015,48101,CNCA/DGA/CD/01487/15,CULTURALES,1000000
2249,2015,48101,CNCA/DGA/CD/01488/15,CULTURALES,5100000
2250,2015,48101,CNCA/DGA/CD/01489/15,CULTURALES,3500000
2251,2015,48101,CNCA/DGA/CD/01501/15,CULTURALES,2044200
2252,2015,48101,CNCA/DGA/CD/01502/15,CULTURALES,5100000
2253,2015,48101,CNCA/DGA/CD/01514/15,CULTURALES,1000000
2254,2015,48101,CNCA/DGA/CD/01521/15,CULTURALES,3000000
2255,2015,48101,CNCA/DGA/CD/01526/15,CULTURALES,2000000
2256,2015,48101,CNCA/DGA/CD/01531/15,CULTURALES,6000000
2257,2015,48101,CNCA/DGA/CD/01532/15,CULTURALES,1000000
2258,2015,48101,CNCA/DGA/CD/01533/15,CULTURALES,10000000
2259,2015,48101,CNCA/DGA/CD/01534/15,CULTURALES,5500000
2260,2015,48101,CNCA/DGA/CD/01538/15,CULTURALES,1000000
2261,2015,48101,CNCA/DGA/CD/01540/15,CULTURALES,1500000
2262,2015,48101,CNCA/DGA/CD/01547/15,CULTURALES,2000000
2263,2015,48101,CNCA/DGA/CD/01560/15,CULTURALES,1000000
2264,2015,48101,CNCA/DGA/CD/01567/15,CULTURALES,2500000
2265,2015,48101,CNCA/DGA/CD/01568/15,CULTURALES,1500000
2266,2015,48101,CNCA/DGA/CD/01569/15,CULTURALES,500000
2267,2015,48101,CNCA/DGA/CD/01570/15,CULTURALES,3500000
2268,2015,48101,CNCA/DGA/CD/01595/15,CULTURALES,2000000
2269,2015,48101,CNCA/DGA/CD/01596/15,CULTURALES,5000000
2270,2015,48101,CNCA/DGA/CD/01597/15,CULTURALES,4729000
2271,2015,48101,CNCA/DGA/CD/01598/15,CULTURALES,1000000
2272,2015,48101,CNCA/DGA/CD/01612/15,CULTURALES,1200000
2273,2015,48101,CNCA/DGA/CD/01613/15,CULTURALES,1000000
2274,2015,48101,CNCA/DGA/CD/01619/15,CULTURALES,3100000
2275,2015,48101,CNCA/DGA/CD/01620/15,CULTURALES,2000000
2276,2015,48101,CNCA/DGA/CD/01621/15,CULTURALES,700000
2277,2015,48101,CNCA/DGA/CD/01628/15,CULTURALES,2000000
2278,2015,48101,CNCA/DGA/CD/01634/15,CULTURALES,2000000
2279,2015,48101,CNCA/DGA/CD/01645/15,CULTURALES,4000000
2280,2015,48101,CNCA/DGA/CD/01665/15,CULTURALES,3000000
2281,2015,48101,CNCA/DGA/CD/01672/15,CULTURALES,1927269
2282,2015,48101,CNCA/DGA/CD/01673/15,CULTURALES,2500000
2283,2015,48101,CNCA/DGA/CD/01679/15,CULTURALES,2800000
2284,2015,48101,CNCA/DGA/CD/01697/15,CULTURALES,2000000
2285,2015,48101,CNCA/DGA/CD/01698/15,CULTURALES,1000000
2286,2015,48101,CNCA/DGA/CD/01700/15,CULTURALES,2500000
2287,2015,48101,CNCA/DGA/CD/01701/15,CULTURALES,1500000
2288,2015,48101,CNCA/DGA/CD/01705/15,CULTURALES,750000
2289,2015,48101,CNCA/DGA/CD/01706/15,CULTURALES,1000000
2290,2015,48101,CNCA/DGA/CD/01707/15,CULTURALES,3400000
2291,2015,48101,CNCA/DGA/CD/01708/15,CULTURALES,1100000
2292,2015,48101,CNCA/DGA/CD/01715/15,CULTURALES,7000000
2293,2015,48101,CNCA/DGA/CD/01723/15,CULTURALES,1200000
2294,2015,48101,CNCA/DGA/CD/01724/15,CULTURALES,1000000
2295,2015,48101,CNCA/DGA/CD/01725/15,CULTURALES,1300000
2296,2015,48101,CNCA/DGA/CD/01726/15,NO TIENE ACTIVIDAD A FINANCIAR,1000000
2297,2015,48101,CNCA/DGA/CD/01734/15,CULTURALES,4500000
2298,2015,48101,CNCA/DGA/CD/01735/15,CULTURALES,2500000
2299,2015,48101,CNCA/DGA/CD/01744/15,CULTURALES,15000000
2300,2015,48101,CNCA/DGA/CD/01745/15,CULTURALES,2000000
2301,2015,48101,CNCA/DGA/CD/01783/15,CULTURALES,500000
2302,2015,48101,CNCA/DGA/CD/01784/15,CULTURALES,11400000
2303,2015,48101,CNCA/DGA/CD/01785/15,CULTURALES,1000000
2304,2015,48101,CNCA/DGA/CD/01786/15,CULTURALES,4000000
2305,2015,48101,CNCA/DGA/CD/01790/15,CULTURALES,8798400
2306,2015,48101,CNCA/DGA/CD/01791/15,CULTURALES,1466084
2307,2015,48101,CNCA/DGA/CD/01792/15,CULTURALES,7000000
2308,2015,48101,CNCA/DGA/CD/01793/15,CULTURALES,6000000
2309,2015,48101,CNCA/DGA/CD/01802/15,CULTURALES,3000000
2310,2015,48101,CNCA/DGA/CD/01803/15,CULTURALES,1000000
2311,2015,48101,CNCA/DGA/CD/01817/15,CULTURALES,2828463
2312,2015,48101,CNCA/DGA/CD/01818/15,CULTURALES,2000000
2313,2015,48101,CNCA/DGA/CD/01883/15,CULTURALES,12708800
2314,2015,48101,CNCA/DGA/CD/01884/15,CULTURALES,4056972
2315,2015,48101,CNCA/DGA/CD/01885/15,CULTURALES,5000000
2316,2015,48101,CNCA/DGA/CD/01889/15,CULTURALES,4276000
2317,2015,48101,CNCA/DGA/CD/01907/15,CULTURALES,3100000
2318,2015,48101,CNCA/DGA/CD/01908/15,CULTURALES,1500000
2319,2015,48101,CNCA/DGA/CD/01909/15,CULTURALES,3000000
2320,2015,48101,CNCA/DGA/CD/01912/15,CULTURALES,2000000
2321,2015,48101,CNCA/DGA/CD/01914/15,CULTURALES,7000000
2322,2015,48101,CNCA/DGA/CD/01915/15,CULTURALES,1500000
2323,2015,48101,CNCA/DGA/CD/01916/15,CULTURALES,3500000
2324,2015,48101,CNCA/DGA/CD/01961/15,CULTURALES,5000000
2325,2015,48101,CNCA/DGA/CD/01969/15,CULTURALES,3500000
2326,2015,48101,CNCA/DGA/CD/02005/15,CULTURALES,3000000
2327,2015,48101,CNCA/DGA/CD/02006/15,CULTURALES,1000000
2328,2015,48101,CNCA/DGA/CD/02008/15,CULTURALES,1000000
2329,2015,48101,CNCA/DGA/CD/02032/15,CULTURALES,2250000
2330,2015,48101,CNCA/DGA/CD/02035/15,CULTURALES,1000000
2331,2015,48101,CNCA/DGA/CD/02049/15,CULTURALES,600000
2332,2015,48101,CNCA/DGA/CD/02050/15,CULTURALES,5000000
2333,2015,48101,CNCA/DGA/CD/02051/15,CULTURALES,2000000
2334,2015,48101,CNCA/DGA/CD/02052/15,CULTURALES,3830000
2335,2015,48101,CNCA/DGA/CD/02067/15,CULTURALES,2000000
2336,2015,48101,CNCA/DGA/CD/02094/15,CULTURALES,10100000
2337,2015,48101,CNCA/DGA/CD/02095/15,CULTURALES,3000000
2338,2015,48101,CNCA/DGA/CD/02166/15,CULTURALES,600000
2339,2015,48101,CNCA/DGA/CD/02167/15,CULTURALES,500000
2340,2015,48101,CNCA/DGA/CD/02188/15,CULTURALES,4000000
2341,2015,48101,CNCA/DGA/CD/02189/15,CULTURALES,2000000
2342,2015,48101,CNCA/DGA/CD/02190/15,CULTURALES,13200000
2343,2015,48101,CNCA/DGA/CD/02234/15,CULTURALES,7000000
2344,2015,48101,CNCA/DGA/CD/02243/15,CULTURALES,9500000
2345,2015,48101,CNCA/DGA/CD/02244/15,CULTURALES,750000
2346,2015,48101,CNCA/DGA/CD/02245/15,CULTURALES,250000
2347,2015,48101,CNCA/DGA/CD/02246/15,CULTURALES,2000000
2348,2015,48101,CNCA/DGA/CD/02254/15,CULTURALES,2800000
2349,2015,48101,CNCA/DGA/CD/02263/15,CULTURALES,4064197
2350,2015,48101,CNCA/DGA/CD/02269/15,CULTURALES,1200000
2351,2015,48101,CNCA/DGA/CD/02270/15,CULTURALES,2389862
2352,2015,48101,CNCA/DGA/CD/02279/15,CULTURALES,1000000
2353,2015,48101,CNCA/DGA/CD/02285/15,CULTURALES,3100000
2354,2015,48101,CNCA/DGA/CD/02286/15,CULTURALES,1000000
2355,2015,48101,CNCA/DGA/CD/02287/15,CULTURALES,10100000
2356,2015,48101,CNCA/DGA/CD/02288/15,CULTURALES,4400000
2357,2015,48101,CNCA/DGA/CD/02289/15,CULTURALES,6000000
2358,2015,48101,CNCA/DGA/CD/02290/15,CULTURALES,4993961
2359,2015,48101,CNCA/DGA/CD/02294/15,CULTURALES,2500000
2360,2015,48101,CNCA/DGA/CD/02305/15,CULTURALES,4000000
2361,2015,48101,CNCA/DGA/CD/02308/15,CULTURALES,6000000
2362,2015,48101,CNCA/DGA/CD/02359/15,CULTURALES,3100000
2363,2015,48101,CNCA/DGA/CD/02415/15,CULTURALES,3800000
2364,2015,48101,CNCA/DGA/CD/02416/15,CULTURALES,1000000
2365,2015,48101,CNCA/DGA/CD/02444/15,CULTURALES,1150000
2366,2015,48101,CNCA/DGA/CD/02445/15,CULTURALES,1500000
2367,2015,48101,CNCA/DGA/CD/02446/15,CULTURALES,1500000
2368,2015,48101,CNCA/DGA/CD/02447/15,CULTURALES,2000000
2369,2015,48101,CNCA/DGA/CD/02448/15,CULTURALES,2000000
2370,2015,48101,CNCA/DGA/CD/02449/15,CULTURALES,3400000
2371,2015,48101,CNCA/DGA/CD/02450/15,CULTURALES,900000
2372,2015,48101,CNCA/DGA/CD/02451/15,CULTURALES,1500000
2373,2015,48101,CNCA/DGA/CD/02461/15,CULTURALES,10000000
2374,2015,48101,CNCA/DGA/CD/02462/15,CULTURALES,4000000
2375,2015,48101,CNCA/DGA/CD/02463/15,CULTURALES,3000000
2376,2015,48101,CNCA/DGA/CD/02464/15,CULTURALES,4000000
2377,2015,48101,CNCA/DGA/CD/02465/15,CULTURALES,4000000
2378,2015,48101,CNCA/DGA/CD/02468/15,CULTURALES,1500000
2379,2015,48101,CNCA/DGA/CD/02469/15,CULTURALES,5000000
2380,2015,48101,CNCA/DGA/CD/02470/15,CULTURALES,2000000
2381,2015,48101,CNCA/DGA/CD/02471/15,CULTURALES,2000000
2382,2015,48101,CNCA/DGA/CD/02472/15,CULTURALES,2000000
2383,2015,48101,CNCA/DGA/CD/02552/15,CULTURALES,1000000
2384,2015,48101,CNCA/DGA/CD/02553/15,CULTURALES,3000000
2385,2015,48101,CNCA/DGA/CD/02554/15,CULTURALES,2000000
2386,2015,48101,CNCA/DGA/CD/02555/15,CULTURALES,300000
2387,2015,48101,CNCA/DGA/CD/02556/15,CULTURALES,7300000
2388,2015,48101,CNCA/DGA/CD/02557/15,CULTURALES,3100000
2389,2015,48101,CNCA/DGA/CD/02558/15,CULTURALES,2000000
2390,2015,48101,CNCA/DGA/CD/02576/15,CULTURALES,2250000
2391,2015,48101,CNCA/DGA/CD/02591/15,CULTURALES,4000000
2392,2015,48101,CNCA/DGA/CD/02609/15,CULTURALES,9000000
2393,2015,48101,CNCA/DGA/CD/02610/15,CULTURALES,8250000
2394,2015,48101,CNCA/DGA/CD/02631/15,CULTURALES,5000000
2395,2015,48101,CNCA/DGA/CD/02726/15,CULTURALES,750000
2396,2015,48101,CNCA/DGA/CD/02743/15,CULTURALES,3500000
2397,2015,48101,CNCA/DGA/CD/02751/15,CULTURALES,3000000
2398,2015,48101,CNCA/DGA/CD/02752/15,CULTURALES,1000000
2399,2015,48101,CNCA/DGA/CD/02753/15,CULTURALES,300000
2400,2015,48101,CNCA/DGA/CD/02754/15,CULTURALES,2000000
2401,2015,48101,CNCA/DGA/CD/02788/15,CULTURALES,1000000
2402,2015,48101,CNCA/DGA/CD/02826/15,CULTURALES,4000000
2403,2015,48101,CNCA/DGA/CD/02827/15,CULTURALES,3000000
2404,2015,48101,CNCA/DGA/CD/02828/15,CULTURALES,4000000
2405,2015,48101,CNCA/DGA/CD/02829/15,CULTURALES,3000000
2406,2015,48101,CNCA/DGA/CD/02897/15,CULTURALES,500000
2407,2015,48101,CNCA/DGA/CD/02943/15,CULTURALES,2100000
2408,2015,48101,CNCA/DGA/CD/02944/15,CULTURALES,1500000
2409,2015,48101,CNCA/DGA/CD/03052/15,CULTURALES,4000000
2410,2015,48101,CNCA/DGA/CD/03239/15,CULTURALES,3500000
2411,2015,48101,CNCA/DGA/CD/03253/15,CULTURALES,1000000
2412,2015,48101,CNCA/DGA/CD/03260/15,CULTURALES,3100000
2413,2015,48101,CNCA/DGA/CD/03261/15,CULTURALES,4326679
2414,2015,48101,CNCA/DGA/CD/03276/15,CULTURALES,4500000
2415,2015,48101,CNCA/DGA/CD/03299/15,CULTURALES,500000
2416,2015,48101,CNCA/DGA/CD/03358/15,CULTURALES,42000000
2417,2015,48101,CNCA/DGA/CD/03369/15,CULTURALES,10100000
2418,2015,48101,CNCA/DGA/CD/03477/15,CULTURALES,2000000
2419,2015,48101,CNCA/DGA/CD/03478/15,CULTURALES,500000
2420,2015,48101,CNCA/DGA/CD/03480/15,CULTURALES,1000000
2421,2015,48101,CNCA/DGA/CD/03500/15,CULTURALES,5000000
2422,2015,48101,CNCA/DGA/CD/03585/15,CULTURALES,4000000
2423,2015,48101,CNCA/DGA/CD/03588/15,CULTURALES,2000000
2424,2015,48101,CNCA/DGA/CD/03589/15,CULTURALES,1000000
2425,2015,48101,CNCA/DGA/CD/03677/15,CULTURALES,550000
2426,2015,48101,CNCA/DGA/CD/03678/15,CULTURALES,4000000
2427,2015,48101,CNCA/DGA/CD/03785/15,CULTURALES,35000000
2428,2015,48101,CNCA/DGA/CD/03810/15,CULTURALES,2000000
2429,2015,48101,CNCA/DGA/CD/03814/15,CULTURALES,3560999
2430,2015,48101,CNCA/DGA/CD/03851/15,CULTURALES,1000000
2431,2015,48101,CNCA/DGA/CD/03897/15,CULTURALES,200000
2432,2015,48101,CNCA/DGCP/CD/03209/15,CULTURALES,1080000
2433,2015,48101,CNCA/DGCP/CD/03222/15,CULTURALES,1240000
2434,2015,48201,CNCA/DGA/CD/01582/15,CULTURALES,10000000
2435,2015,48201,CNCA/DGA/CD/01629/15,CULTURALES,1000000
2436,2015,48201,CNCA/DGA/CD/02534/15,CULTURALES,40000000
2437,2015,48201,CNCA/DGA/CD/02535/15,CULTURALES,2000000
2438,2015,48201,CNCA/DGA/CD/03225/15,CULTURALES,10000000
2439,2015,48201,CNCA/DGA/CD/03676/15,CULTURALES,9000000
2440,2015,48201,CNCA/DGA/CD/03765/15,CULTURALES,600000
2441,2015,48201,CNCA/DGA/CD/03812/15,CULTURALES,2000000
2442,2015,48401,CNCA/DGA/CD/02533/15,CULTURALES,200000
2443,2015,48401,CNCA/DGA/CD/02896/15,CULTURALES,1500000
2444,2015,48401,CNCA/DGA/CD/03527/15,CULTURALES,4000000
2445,2015,48401,CNCA/DGA/CD/04588/14,CULTURALES,7000000
2446,2015,48401,CNCA/DGA/CD/04773/14,CULTURALES,1050000
2447,2015,48401,CNCA/DGA/CD/04774/14,CULTURALES,1185000
2448,2015,48401,CNCA/DGA/CD/04775/14,CULTURALES,696500
2449,2015,48101,0230/15,EDUCATIVAS,10000000
2450,2015,48101,2109/15,EDUCATIVAS,7000000
2451,2015,48101,2604/15,EDUCATIVAS,7500000
2452,2015,48101,2605/15,EDUCATIVAS,2258460
2453,2015,48101,N A,AMBIENTALES,2800000
2456,2016,48101,APBP-00001-2016,SALUD,95000
2457,2016,48101,APBP-00002-2016,SALUD,144615
2458,2016,48101,APBP-00003-2016,SALUD,127541
2459,2016,48101,APBP-00004-2016,SALUD,163000
2460,2016,48101,APBP-00005-2016,SALUD,153100
2461,2016,48101,APBP-00006-2016,SALUD,208000
2462,2016,48101,APBP-00007-2016,SALUD,62673
2463,2016,48101,APBP-00008-2016,SALUD,77500
2464,2016,48101,APBP-00009-2016,SALUD,160000
2465,2016,48101,APBP-00010-2016,SALUD,135000
2466,2016,48101,APBP-00011-2016,SALUD,125000
2467,2016,48101,APBP-00012-2016,SALUD,100000
2468,2016,48101,APBP-00013-2016,SALUD,71600
2469,2016,48101,APBP-00014-2016,SALUD,100000
2470,2016,48101,APBP-00015-2016,SALUD,76150
2471,2016,48101,APBP-00018-2016,SALUD,100000
2472,2016,48101,APBP-00019-2016,SALUD,112000
2473,2016,48101,APBP-00020-2016,SALUD,250000
2474,2016,48101,APBP-00021-2016,SALUD,185030
2475,2016,48101,APBP-00022-2016,SALUD,181750
2476,2016,48101,APBP-00023-2016,SALUD,70000
2477,2016,48101,APBP-00024-2016,SALUD,170897
2478,2016,48101,APBP-00025-2016,SALUD,220000
2479,2016,48101,APBP-00027-2016,SALUD,140000
2480,2016,48101,APBP-00028-2016,SALUD,135000
2481,2016,48101,APBP-00029-2016,SALUD,100000
2482,2016,48101,APBP-00030-2016,SALUD,128000
2483,2016,48101,APBP-00031-2016,SALUD,150000
2484,2016,48101,APBP-00032-2016,SALUD,177750
2485,2016,48101,APBP-00033-2016,SALUD,196430
2486,2016,48101,APBP-00034-2016,SALUD,100000
2487,2016,48101,APBP-00035-2016,SALUD,120000
2488,2016,48101,APBP-00036-2016,SALUD,198000
2489,2016,48101,APBP-00037-2016,SALUD,138640
2490,2016,48101,APBP-00038-2016,SALUD,137000
2491,2016,48101,APBP-00039-2016,SALUD,125000
2492,2016,48101,APBP-00040-2016,SALUD,130000
2493,2016,48101,APBP-00041-2016,SALUD,91138
2494,2016,48101,APBP-00042-2016,SALUD,10000000
2495,2016,48101,DA/CD/001/2016,"APLICACIÓN DE NUEVAS TECNOLOGÍAS,CULTURALES,EDUCATIVAS",40000000
2496,2016,48101,GC/CD/001/2016,EDUCATIVAS,6000000
2497,2016,48101,GC/CD/02/20016,"CULTURALES,SOCIALES",2500000
2498,2016,48101,GDS/CD/001/2016,CULTURALES,3000000
2499,2016,48101,GDS/CD/002/2016,SOCIALES,1500000
2500,2016,48101,GDS/CD/008/2016,"AMBIENTALES,SOCIALES",8200000
2501,2016,48101,GDS/CD/009/2016,DESARROLLO COMUNITARIO,1650000
2502,2016,48101,GDS/CD/016/2016,"AMBIENTALES,SOCIALES",6000000
2503,2016,48101,GDS/CD/017/2016,"BENEFICENCIA,SOCIALES",10000000
2504,2016,48101,GDS/CD/019/2016,SOCIALES,1100000
2505,2016,48101,GDS/CD/020/2016,SOCIALES,6000000
2506,2016,48101,GDS/CD/021/2016,DESARROLLO COMUNITARIO,450000
2507,2016,48101,GDS/CD/022/2016,SOCIALES,3100000
2508,2016,48101,GDS/CD/023/2016,DESARROLLO COMUNITARIO,1650000
2509,2016,48101,GDS/CD/026/2016,"DESARROLLO COMUNITARIO,SOCIALES",3500000
2510,2016,48101,GDS/CD/039/2016,"SALUD,SOCIALES",1000000
2511,2016,48201,GDS/CD/006/2016,"DESARROLLO COMUNITARIO,SOCIALES",2000000
2512,2016,48201,GDS/CD/007/2016,SOCIALES,500000
2513,2016,48201,GDS/CD/010/2016,DESARROLLO COMUNITARIO,10000000
2514,2016,48201,GDS/CD/011/2016,DESARROLLO COMUNITARIO,6500000
2515,2016,48201,GDS/CD/012/2016,DESARROLLO COMUNITARIO,4368720
2516,2016,48201,GDS/CD/014/2016,SOCIALES,1460000
2517,2016,48201,GDS/CD/025/2016,DESARROLLO COMUNITARIO,4000000
2518,2016,48201,GDS/CD/027/2016,DESARROLLO COMUNITARIO,700000
2519,2016,48201,GDS/CD/028/2016,DESARROLLO COMUNITARIO,950000
2520,2016,48201,GDS/CD/029/2016,"DESARROLLO COMUNITARIO,SALUD",150000
2521,2016,48201,GDS/CD/030/2016,DESARROLLO COMUNITARIO,1400000
2522,2016,48201,GDS/CD/031/2016,DESARROLLO COMUNITARIO,1000000
2523,2016,48201,GDS/CD/033/2016,DESARROLLO COMUNITARIO,1800000
2524,2016,48201,GDS/CD/037/2016,DESARROLLO COMUNITARIO,650000
2525,2016,48201,GDS/CD/038/2016,DESARROLLO COMUNITARIO,950000
2526,2016,48201,58-GEOS,"BENEFICENCIA,DESARROLLO COMUNITARIO,INFRAESTRUCTURA",6300000
2527,2016,48201,59-GRPN,"DESARROLLO COMUNITARIO,INFRAESTRUCTURA",2500000
2528,2016,48201,60-GRPN,"DESARROLLO COMUNITARIO,INFRAESTRUCTURA",1300000
2529,2016,48201,61-GEOS,BENEFICENCIA,700000
2530,2016,48201,62-GEOS,APLICACIÓN DE NUEVAS TECNOLOGÍAS,1450000
2531,2016,48201,63-GEOS,BENEFICENCIA,900000
2532,2016,48201,64-GEOS,APLICACIÓN DE NUEVAS TECNOLOGÍAS,1500000
2533,2016,48201,65-GEOS,APLICACIÓN DE NUEVAS TECNOLOGÍAS,440000
2534,2016,48101,CDDESSA-001-07-2016,AMBIENTALES,1500000
2535,2016,48101,CDDESSA-002-09-2016,EDUCATIVAS,100000
2536,2016,48101,CDDESSA-003-09-2016,BENEFICENCIA,75000
2537,2016,48101,DONACION-DA-SRMS-003/2016,"INVESTIGACIÓN CIENTÍFICA,SOCIALES",5000000
2538,2016,48101,1028/2016,SALUD,7500000
2539,2016,48101,1284/2016,"INVESTIGACIÓN CIENTÍFICA,SALUD",550000
2540,2016,48101,1285/2016,"INVESTIGACIÓN CIENTÍFICA,SALUD",175000
2541,2016,48101,1286/2016,"INVESTIGACIÓN CIENTÍFICA,SALUD",350000
2542,2016,48101,1287/2016,"INVESTIGACIÓN CIENTÍFICA,SALUD",175000
2543,2016,48101,434/2016,SOCIALES,2000000
2544,2016,48101,IMC-261/2016,CULTURALES,100000
2545,2016,48101,IMC-279/2016,CULTURALES,100000
2546,2016,48101,IMC-285/2016,CULTURALES,400000
2547,2016,48101,IMC-287/2016,CULTURALES,125000
2548,2016,48101,IMC-290/2016,CULTURALES,100000
2549,2016,48101,IMC-291/2016,CULTURALES,240000
2550,2016,48101,IMC-296/2016,CULTURALES,400000
2551,2016,48101,IMC-297/2016,CULTURALES,100000
2552,2016,48101,IMC-325/2016,CULTURALES,300000
2553,2016,48101,IMC-342/2016,CULTURALES,100000
2554,2016,48101,IMC-346/2016,CULTURALES,125000
2555,2016,48101,IMC-355/2016,CULTURALES,100000
2556,2016,48101,IMC-358/2016,CULTURALES,500000
2557,2016,48101,IMC-359/2016,CULTURALES,300000
2558,2016,48101,IMC-363/2016,CULTURALES,500000
2559,2016,48101,IMC-366/2016,CULTURALES,380000
2560,2016,48101,IMC-371/2016,CULTURALES,600000
2561,2016,48101,IMC-373/2016,CULTURALES,400000
2562,2016,48101,IMC-374/2016,CULTURALES,125000
2563,2016,48101,IMC-375/2016,CULTURALES,300000
2564,2016,48101,IMC-389/2016,CULTURALES,225000
2565,2016,48101,IMC-401/2016,CULTURALES,100000
2566,2016,48101,IMC-402/2016,CULTURALES,75000
2567,2016,48101,IMC-407/2016,CULTURALES,75000
2568,2016,48101,IMC-411/2016,CULTURALES,75000
2569,2016,48101,IMC-415/2016,CULTURALES,75000
2570,2016,48101,IMC-422-2016,CULTURALES,100000
